Player,Squad,League,Pos,PosGrp,RoleCluster,SuggestedRole,TopFeatures,UMAP_X,UMAP_Y
Marvin Schwäbe,Köln,Bundesliga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.1184995,4.1523514
Massamba Ndiaye,Clermont Foot,Ligue 1,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",1.4679542,4.681634
Matheus,Braga,Primeira Liga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.9351335,3.8842447
Mathew Ryan,AZ Alkmaar,Eredivisie,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.7998871,4.2823052
Matt Turner,Nott'ham Forest,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",2.9701796,2.6678631
Matteo Lovato,Torino,Serie A,DF,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",3.079286,0.58521736
Mattijs Branderhorst,Utrecht,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",2.7077749,1.785064
Matz Sels,Nott'ham Forest,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",2.8207269,1.2590247
Matz Sels,Strasbourg,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.8305345,1.9897032
Maxence Prevot,OH Leuven,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.899762,4.3671546
Maxime Dupé,Anderlecht,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.1933163,3.1732283
Michael Brouwer,Heracles Almelo,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.9786074,4.1970596
Michael Verrips,Fortuna Sittard,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.246341,2.5924144
Michael Zetterer,Werder Bremen,Bundesliga,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.4115632,5.016585
Michele Cerofolini,Frosinone,Serie A,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.9971013,1.2098156
Michele Di Gregorio,Monza,Serie A,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",1.899717,4.7000384
Mickey van der Hart,Heerenveen,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.496501,3.093471
Mike Maignan,Milan,Serie A,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",1.3060298,4.820944
Mile Svilar,Roma,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.6725388,3.7536924
Mio Backhaus,Volendam,Eredivisie,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",3.3233688,4.3022146
Moritz Nicolas,Gladbach,Bundesliga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.6181564,3.2171404
Mory Diaw,Clermont Foot,Ligue 1,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",3.2399852,5.1426992
Neto,Bournemouth,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.362323,3.5242982
Nick Gillekens,Westerlo,Belgian Pro League,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.0044723,5.117863
Nick Olij,Sparta R'dam,Eredivisie,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.8192658,5.386296
Nick Pope,Newcastle Utd,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.1421633,0.9335408
Noah Atubolu,Freiburg,Bundesliga,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.5771427,4.6889763
Nordin Bakker,Almere City,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.458236,3.7663984
Odisseas Vlachodimos,Nott'ham Forest,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.47385,2.5643518
Oliver Baumann,Hoffenheim,Bundesliga,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.5620983,4.621867
Oliver Christensen,Fiorentina,Serie A,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",1.9880217,4.458303
Pau López,Marseille,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.6077077,3.0854511
Paul Nardi,Gent,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.1425817,1.062697
Paulo Gazzaniga,Girona,La Liga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.632941,3.7975678
Pavao Pervan,Wolfsburg,Bundesliga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.56432,2.151484
Philipp Köhn,Monaco,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.106104,3.3374279
Pierluigi Gollini,Napoli,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.140815,1.4571143
Pierre Patron,Charleroi,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.3496542,1.6197637
Pietro Terracciano,Fiorentina,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.0422192,4.254531
Predrag Rajković,Mallorca,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.1526055,4.1756954
Péter Gulácsi,RB Leipzig,Bundesliga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.7467274,1.9026333
Radosław Majecki,Monaco,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.4768761,1.9555427
Ricardo Batista,Casa Pia,Primeira Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.0269568,1.5625149
Ricardo Velho,Farense,Primeira Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.7346897,2.5323584
Robert Sánchez,Chelsea,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.8738577,2.5984623
Robin Olsen,Aston Villa,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.42158404,3.2541406
Robin Roefs,NEC Nijmegen,Eredivisie,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.076747,3.7453792
Robin Zentner,Mainz 05,Bundesliga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.7420902,3.7474847
Rodrigo Moura,Chaves,Primeira Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.3085604,0.61371297
Rome-Jayden Owusu-Oduro,AZ Alkmaar,Eredivisie,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.9718658,2.237032
Rui Patrício,Roma,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.8229164,0.60898703
Rui Silva,Betis,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.3208895,3.1647034
Rémy Descamps,Nantes,Ligue 1,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.058002,2.9169307
Sam Johnstone,Crystal Palace,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.800214,1.79668
Samuel Soares,Benfica,Primeira Liga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.8694555,0.6969524
Samuel Şahin-Radlinger,Almere City,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.508227,3.4222968
Sergio Herrera,Osasuna,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.08087,3.6984422
Shon Weissman,Salernitana,Serie A,"FW,DF",GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",3.11733,3.5262518
Simon Mignolet,Club Brugge,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.511037,3.429845
Simone Scuffet,Cagliari,Serie A,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.2111785,1.360255
Sinan Bolat,Westerlo,Belgian Pro League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.8919597,3.0912414
Stefan Ortega,Manchester City,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.8515436,2.5432303
Stefano Turati,Frosinone,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.0925626,2.1064987
Steve Mandanda,Rennes,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.1148493,1.9384766
Stijn van Gassel,Excelsior,Eredivisie,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",3.417908,4.982959
Stole Dimitrievski,Rayo Vallecano,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.362068,2.276632
Sven Ulreich,Bayern Munich,Bundesliga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.3245217,2.519455
Thibaut Courtois,Real Madrid,La Liga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.2319428,3.7223532
Thomas Kaminski,Luton Town,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.9585416,3.9519768
Théo Defourny,RWDM,Belgian Pro League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.3966417,1.7134588
Timon Wellenreuther,Feyenoord,Eredivisie,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",2.1764574,4.3558726
Tobe Leysen,OH Leuven,Belgian Pro League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.6706383,2.290224
Tom Vandenberghe,Kortrijk,Belgian Pro League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",2.9816658,3.5290573
Unai Simón,Athletic Club,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.3373966,1.9004947
Vanja Milinković-Savić,Torino,Serie A,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",3.5679882,4.823625
Vasilios Barkas,Utrecht,Eredivisie,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.4091148,3.3710628
Vicente Guaita,Celta Vigo,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.986992,1.3111968
Vincenzo Fiorillo,Salernitana,Serie A,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.2919378,1.76968
Vinicius Silvestre,Portimonense,Primeira Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.6668377,2.2991264
Walter Benítez,PSV Eindhoven,Eredivisie,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.97488225,1.6491781
Warleson,Cercle Brugge,Belgian Pro League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.367148,3.2107143
Wes Foderingham,Sheffield Utd,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",4.2011967,3.6828487
Wladimiro Falcone,Lecce,Serie A,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",2.005623,1.4902898
Wojciech Szczęsny,Juventus,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.308215,1.0482671
Yann Sommer,Inter,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.3022425,2.699909
Yehvann Diouf,Reims,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.6312512,4.0997868
Yvon Mvogo,Lorient,Ligue 1,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.8526936,3.604988
Zion Suzuki,Sint-Truiden,Belgian Pro League,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",1.6538515,5.1558723
Álex Remiro,Real Sociedad,La Liga,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",2.242708,2.9048445
Álvaro Vallés,Las Palmas,La Liga,GK,GK,0,"GK-Crosser, Blocker","Performance_2CrdY↑, CrsPA↑, Blocks_Blocks↑, Carries_1/3↓, Performance_Fls↑",0.7400458,4.2873325
Ørjan Nyland,Sevilla,La Liga,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.8693585,2.7884305
Đorđe Petrović,Chelsea,Premier League,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",0.7612173,2.2549505
Łukasz Fabiański,West Ham,Premier League,GK,GK,1,GK-Hybrid,"Performance_PKwon↑, TO↑, Sh↑, Carries_Dis↓, Carries_Mis↓",3.1866639,1.1159278
Łukasz Skorupski,Bologna,Serie A,GK,GK,2,GK-Finisher,"Tackles_Att 3rd↑, PrgR↑, xG↑, Performance_CrdR↓, Ast_passing↓",1.4341218,1.8405259
Abakar Sylla,Strasbourg,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.865348,7.6623573
Abdel Abqar,Alavés,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.663681,6.3430476
Abdukodir Khusanov,Lens,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.191244,6.153773
Abdul Mumin,Rayo Vallecano,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.42608,7.2439275
Achraf Dari,Charleroi,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.580086,7.155701
Adam Masina,Torino,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.945592,7.1820965
Adam Obert,Cagliari,Serie A,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.066117,6.219639
Adam Webster,Brighton,Premier League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.439049,8.701953
Aderlan Santos,Rio Ave,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.354622,6.923866
Ahmetcan Kaplan,Ajax,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.727131,8.104958
Aiham Ousou,Cádiz,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.724953,6.5341406
Aitor Paredes,Athletic Club,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.697098,8.254823
Alberto Dossena,Cagliari,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.872669,5.7209573
Alec Van Hoorenbeeck,Twente,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.219688,8.998333
Aleksandar Radovanović,Almería,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.756329,7.7322364
Aleksandar Radovanović,Kortrijk,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.446905,6.1385126
Aleksandar Sedlar,Alavés,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.90999,7.011221
Alemão,Portimonense,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.861403,6.3975034
Alessandro Buongiorno,Torino,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.923315,6.019583
Alessandro Vogliacco,Genoa,Serie A,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.968949,5.855099
Alessio Romagnoli,Lazio,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.534484,9.185723
Alex Sandro,Juventus,Serie A,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.372753,6.7006097
Alexandre Penetra,AZ Alkmaar,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.378197,9.311964
Alexsandro Ribeiro,Lille,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.268153,8.570769
Almeida,Estrela,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.524399,7.2443004
Alois Oroz,Vitesse,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.035383,5.2104235
Ameen Al-Dakhil,Burnley,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.352587,6.1618447
Amir Rrahmani,Napoli,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.205301,8.169162
Amos Pieper,Werder Bremen,Bundesliga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",15.151212,5.5341363
Anderson Jesus,Vizela,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.93345,6.996551
Andrea Carboni,Monza,Serie A,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.863656,6.080006
Andreas Christensen,Barcelona,La Liga,"DF,MF",CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.594425,7.9742637
Andreas Hanche-Olsen,Mainz 05,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.132387,7.088942
Andrew Omobamidele,Nott'ham Forest,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",18.0135,7.190316
André Ramalho,PSV Eindhoven,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.880348,8.182087
Andy Pelmard,Clermont Foot,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.227955,6.753761
Anel Ahmedhodžić,Sheffield Utd,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.425095,5.3985214
Angelo Ogbonna,West Ham,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",18.036951,6.8235083
Anthony Jung,Werder Bremen,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.623984,7.908044
Anthony Rouault,Stuttgart,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.655724,7.3054447
Antoine Mendy,Nice,Ligue 1,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.331489,6.3712616
Antonio Raillo,Mallorca,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.030034,5.866943
Antonio Rüdiger,Real Madrid,La Liga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.011426,9.07639
António Silva,Benfica,Primeira Liga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.772306,7.9365716
Ardian Ismajli,Empoli,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.63643,7.829472
Aridane Hernández,Rayo Vallecano,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.73549,7.4156795
Aritz Elustondo,Real Sociedad,La Liga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.605075,5.8401294
Armando Izzo,Monza,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.300845,9.121773
